cn_name,en_name,stype,genbank,desc,envir,liter,discuss,sample,other
细枝石蕊,"Cladonia corymbescens (Nyl.) Nyl., Ann. Mag. Nat. Hist., ser. 3 18: 407, 1866≡Cladonia degenerans var. corymbescens Nyl., Annls Sci. Nat., Bot., sér. 4 15: 40, 1861.","NEW CALEDONIA, Mont. de M'bée, Vieillard E. D. É., no. 1785, 1855-1860 (H9503986, isolectotype).",无信息,"地衣体：初生地衣体小鳞叶状，早期消失。果柄灌木状丛生，纤细直立，高3 ～ 6 cm，二叉或不规则分枝，无杯体，枝腋间有穿孔；表面：灰白色，皮层发育不良，局部龟裂，白髓外露，表面有微薄粉霜层；粉芽：无；小鳞芽：散生，上翘；子囊盘和分生孢子器：褐色，生于果柄小分枝的顶端。地衣特征化合物: 果柄: K−, KC−, P+ 桔红色，含fumarprotocetraric acid。",林下土层或腐木。,无信息,本种为丛生的枝状地衣；其地衣体纤细，直径不足1mm，果柄顶端无杯体。本种的特征是：果柄表面被粉霜，皮层发育不良，枝腋具穿孔。本种与大翅石蕊（C. macroptera）和粗皮石蕊（C. scabriuscula）的形态及地衣特征化合物成分相似（均含富马原岛衣酸），但它的果柄表面散生上翘的小鳞芽，可与后两种相区分。,四川（Sichuan） 稻城县，王；云南（Yunnan） 德钦县，王；中甸县，王立松 04-23186；西藏（Xizang） 林芝县，王。,分布：云南、西藏、陕西，欧洲、亚洲（贺青&陈健斌，1995；王立松，2012）。
正硫石蕊,"Cladonia deformis (L.) Hoffm., Deutschl. Fl., Zweiter Theil (Erlangen): 120, 1796≡Lichen deformis L., Species Plantarum 2: 1152, 1753.","SWEDEN, Uppland: Värmdön, Hasseludden, G. O. A. Malme s.n., 1915 (S-L1632, type of Lichen deformis L.).",无信息,"地衣体：初生地衣体小鳞叶状，早期消失。果柄直立，高2 ～ 3 cm，呈逐渐扩大的高脚杯状或有时呈撕裂状杯体，杯缘全缘或齿状，并重生同形小果柄；表面：硫磺色，基部具皮层；粉芽：密布于上部，粉末状；小鳞芽：无；子囊盘和分生孢子器：小，红色，生于杯缘或重生小果柄上。地衣特征化合物: 果柄: K−, KC+ 黄色, P−, UV−，含usnic acid及 zeorin。",生于高山杜鹃林下或岩表土。,"云南、内蒙古、黑龙江，欧洲、北美、南美、亚洲、澳洲、南极洲（贺青&陈健斌，1995；王立松，2012；Stenoroos et al., 2016）。",本种的特点是地衣体硫磺色，顶端被粉芽，形成高脚杯状杯体，并在杯缘重生果柄。类黄粉石蕊（C. bacilliformis）与本种相似，可通过其地衣体表面结构进行区分：本种的地衣体基部具皮层，上部被粉芽，而类黄粉石蕊缺乏皮层，整个地衣体被粉芽所覆盖。,四川（Sichuan） 稻城县，王；云南（Yunnan） 德钦县，王；中甸县，王立松 04-23186；西藏（Xizang） 林芝县，王。,无信息
黄条厚枝衣,"Allocetraria ambigua (C. Bab.) Kurok. & M.J. Lai, Bull. natn. Sci. Mus., Tokyo, B 17(2): 62 (1991). ≡ Cetraria ambigua C. Bab., Hooker’s J. Bot. Kew Gard. Misc. 4:244 (1852)","India, Strachey & Winterbottom, no.6 in BM, lectotype.",ITS,"地衣体：叶状至亚枝状，半直立至直立簇生，具背腹性，高1～4 cm；裂片：狭叶型，宽2～3mm，二叉或不规则分枝，平展或略沟槽状；上表面：淡黄色或黄绿色，光滑，无粉芽及裂芽，有浅白色斑纹；下表面：淡黄色或污白色，光滑至皱褶，边缘具点状或线状假杯点；髓层：白色，偶淡黄色；上皮层：假栅栏组织，厚20～30 µm；下皮层：假薄壁组织，厚20～25 µm；子囊盘：稀见，位于裂片边缘或顶端，圆盘状，盘面棕红色，凹陷，直径可达1.5 cm；分生孢子器：黑色，呈突起状位于裂片边缘或边缘小刺顶端；分生孢子：丝状，一端略膨大，直径10～17 × 0.5～1.5 µm；地衣特征化合物：皮层 K-, P-, C-, KC+ 黄色, 髓层 K-, Pd-, C-, KC-; 含 usnic, lichesterinic, protolichesterinic and secalonic acids.",高山灌丛下；海拔3000～5000 m。,甘肃、四川、陕西、西藏和云南，以及印度、尼泊尔（Wang Rui Fang，2015）。,该种与本属模式种A.stracheyi外形相近，区别在于后者裂片背面明显凸起，裂片较厚，髓层淡黄色或黄色。,云南（Yunnan），德钦县，王立松 等 12-34821，13-38448， 18-60379；西藏（Xizang），八宿县，王立松 等14-46567。,无信息
戴氏石蕊,"Cladonia delavayi Abbayes, Candollea 16: 203, 1958Type: YUNNAN, Mt. Tsong chou, R. P. Delavay no. 1558 (PC, holotype).","YUNNAN, Mt. Tsong chou, R. P. Delavay no. 1558 (PC, holotype).",无信息,"地衣体：初生地衣体早期消失。果柄灌丛状，分枝稠密，高2 ～ 3 cm，以二叉分枝为主，顶端小分枝倾向一侧，枝腋无穿孔，其他部分常具椭圆形或裂隙状穿孔，无杯体；表面：基部灰白色，顶端淡黄褐色，皮层发育良好；粉芽和小鳞芽：无；子囊盘：未见；分生孢子器：褐色，生于小分枝顶端。地衣特征化合物: 果柄: K−, KC+ 黄色, P−, UV−，含usnic acid及zeorin。",生于杜鹃（Rhododendron spp.）灌丛下。,云南、四川、西藏、陕西，喜马拉雅地区（贺青&陈健斌，1995；王立松，2012）。,本种的灌丛状地衣体通常呈二叉分枝；皮层发育良好；枝腋不穿孔。它的地衣体表面散布椭圆形或裂隙状穿孔，与其他种不同。此外，本种的次生产物为松萝酸（usnic acid）和泽屋萜（zeorin），与正硫石蕊（C. deformis）和粉红杯石蕊（C. pleurota）相同，但这两种地衣的地衣体往往形成杯状体，不分枝。,四川（Sichuan） 稻城县，王；云南（Yunnan） 德钦县，王；中甸县，王立松 04-23186；西藏（Xizang） 林芝县，王。,无信息
繁鳞石蕊,"Cladonia fenestralis Nuno, J. Jap. Bot. 50(10): 291, 1975Type: NORTH SABAH, Paka Cave, Mt. Kinabalu, M. Togashi 66925 (TNS, holotype).","NORTH SABAH, Paka Cave, Mt. Kinabalu, M. Togashi 66925 (TNS, holotype).",无信息,"地衣体：初生地衣体早期消失；果柄：直立丛生，高5 ～ 10 （～ 15）cm，不分枝或二叉式分枝，中空管状，渐尖或偶具狭杯，有时杯缘重生果柄，枝腋不穿孔；表面：淡黄绿色至暗绿色，常具不规则裂隙状穿孔，皮层发育不良，呈网纹状龟裂，无粉芽；鳞芽：密生于整个果柄表面；子囊盘和分生孢子器：棕色，生于果柄顶端；地衣特征化合物：果柄 K−, KC−, P+ 红色，含fumarprotocetraric acid。",生于高海拔杜鹃（Rhododendron spp.）、落叶松（Larix sp.）林下；海拔3600 ～ 4200m。,"文献分布记录：湖北、陕西、四川、云南、贵州、西藏、台湾、安徽、新疆，东南亚及喜马拉雅地区（Xu, 1989；王立松, 2012）。",本种果柄表面密生小鳞芽，皮层发育不良，无粉芽，易于区别；与细枝石蕊（C. corymbescens）相似，但后者果柄分枝密集，小鳞芽稀疏及枝腋具穿孔。,云南（Yunnan） 德钦县，王13-38425 & 13-38574；中甸县，王立松 04-23186；西藏（Xizang） 察隅县，王立松 等14-46962。,无信息
红头石蕊,"Cladonia floerkeana (Fr.) Flörke, De Cladonia's uit de sectie Cocciferae in België (morfologie, chemie, ecologie, sociologie, verspreiding en systematiek) 2. Ph.D. Thesis (Wilrijk): 99, 1828≡Cenomyce floerkeana Fr., Sched. Crit. Lich. Suec. 1-4:18, 1825.","SWEDEN, Fries s. n., Lich. exs. Suec. 82 (UPS, lectotype; B, FH-Tuck, isolectotype).",无信息,"地衣体：初生地衣体鳞叶状，边缘稍具齿，宿存，宽约3 mm；上表面黄绿色，下表面白色。果柄直立，高1 ～ 2.5 （～ 4.5）cm，不分枝或近顶端稀疏分枝，先端渐尖或钝圆，无杯体；表面：果柄基部具发育良好的灰绿色皮层，近顶端无皮层，灰白色；粉芽：密布，污白色，粉末状或颗粒状；小鳞芽：稀见于基部；子囊盘：红色，单个或数个簇生于果柄顶端，果托具皮层；分生孢子器：稀见。地衣特征化合物: 果柄: K−, KC−, P−, UV−，含barbatic, didymic 和 usnic acids。",腐木生。,"内蒙古、四川、云南、贵州、安徽、江西、福建、广西、黑龙江、吉林、湖北、台湾，北非、美洲、东亚、欧洲、澳洲（王立松&钱子刚, 2015；Stenroos et al., 2016）。",本种具有红色的子囊盘，不分枝的地衣体，密生的污白色粉芽，并在果柄基部具发育良好的皮层。本种在形态上与瘦柄石蕊（C. macilenta）和硫石蕊（C. sulphurina）相似，但本种地衣体含有小红石蕊酸（didymic acid），而另外两种不含，可作区分。,四川（Sichuan） 稻城县，王；云南（Yunnan） 德钦县，王；中甸县，王立松 04-23186；西藏（Xizang） 林芝县，王。,无信息
分枝石蕊,"Cladonia furcata (Huds.) Schrad., Spicil. Fl. Germ. 1: 107, 1794≡Lichen furcatus Huds., Flora Anglica: 458, 1762.","Dillenius: Hist. musc., tab. 16, fig. 27 (lectotype); ENGLAND, South Huntingdonshire: Winchfield, Leighton s. n., Lich. Brit. exs. 401 (BM, epitype; H, UPS, isoepitypes).",无信息,"地衣体：初生地衣体鳞片状，早期消失。果柄高达13 cm，幼时纤细，成熟后骨质化增粗，不等二叉分枝或有时多叉分枝，枝腋穿孔有或无，顶端钻状；表面：灰绿色至暗棕色，皮层发育良好，部分龟裂；粉芽：无；小鳞芽：散生或有时密生；子囊盘：常见，小型，棕色，生于果柄顶端；分生孢子器：生于果柄顶端，内含物无色。地衣特征化合物: 果柄: K− or K+ 黄色, PD+ 红色，含fumarprotocetraric acid, ±atranorin.",土生或岩生，多见于钙基质。,"黑龙江、吉林、辽宁、内蒙古、新疆、陕西、西藏、云南、台湾、湖北（Hue, 1889；Zahlbr., 1930；陈锡龄等，1981；魏江春&姜玉梅，1986；Chen et al., 1989；阿布都拉等，1998；贺青&陈健斌，1995；赖明洲，2000），欧洲、非洲、亚洲、澳洲、北美、南美（Stenoroos et al., 2016）。",本种通常呈不等二叉分枝或有时多叉分枝；其地衣体表面有发育良好的皮层，有小鳞芽而无粉芽；其初生地衣体往往在早期消失。大翅石蕊（C. macroptera）与本种相似，但它的分枝更稀疏，颜色更浅。,四川（Sichuan） 稻城县，王；云南（Yunnan） 德钦县，王；中甸县，王立松 04-23186；西藏（Xizang） 林芝县，王。,无信息
细石蕊,"Cladonia gracilis (L.) Willd., Fl. Berol. Prodr.: 363, 1787≡Lichen gracilis L., Species Plantarum 2: 1152, 1753.","Dillenius: Hist. musc. 88 tab. 14, fig. 13 (?)",无信息,"地衣体：初生地衣体鳞叶状，宿存，上表面黄绿色，下表面白色；果柄：直立丛生，高3 ～ 6 cm，单一至简单分枝，表面橄榄绿色至灰绿色，皮层龟裂，顶端锥状或形成杯体，杯宽4 ～ 10 mm，杯底不穿孔，杯缘再生新杯，无粉芽；小鳞芽：偶见；子囊盘：杯缘生，褐色；分生孢子器：杯缘生，内含物无色；地衣特征化合物：果柄 C−, K ± 黄色, KC−, P+ 桔红色，含fumarprotocetraric acid。",生于杜鹃（Rhododendron sp.）林下。,"黑龙江、吉林、内蒙古、四川、云南、贵州、安徽、浙江、江西、福建、广西、湖北、台湾、陕西、新疆，北非、北美、亚洲、欧洲、澳洲（Xu, 1989，阿布都拉&吴继农，1998；贺青&陈健斌，1995；王立松&钱子刚, 2015）。",本种的地衣体不分枝，具龟裂的皮层，先端锥状或形成杯体，偶生小鳞芽而绝无粉芽，可与其他种相区分。,四川（Sichuan） 稻城县，王；云南（Yunnan） 德钦县，王；中甸县，王立松 04-23186；西藏（Xizang） 林芝县，王。,无信息
瘦柄石蕊,"Cladonia macilenta Hoffm., Deutschl. Fl., Zweiter Theil (Erlangen): 126, 1796Type: GERMANY, Niedersachsen: Oldenburg, Litteler Fuhrenkamp, Sandstede, Cladon. exs. 477, 1919 (UPS, hologype; FH, UPS, isotypes).","GERMANY, Niedersachsen: Oldenburg, Litteler Fuhrenkamp, Sandstede, Cladon. exs. 477, 1919 (UPS, hologype; FH, UPS, isotypes).",无信息,"地衣体：初生地衣体宿存，鳞叶状，浅裂至掌状深裂，高达2（～ 4）cm，上表面黄绿色，下表面白色，有时具粉芽；果柄：直立，高1 ～ 3 cm，单一至顶端简单分枝，枝腋不穿孔，无杯体或偶具不明显狭杯；表面：淡灰绿色，皮层发育不良，密布粉芽；小鳞芽：稀疏，仅见于果柄基部；子囊盘：顶生，红色，单生或聚合；分生孢子器：生于初生地衣体上，内含物红色；地衣特征化合物：果柄C−, K−, KC−, P−，含barbatic、usnic acids。",腐木生；1800 ～ 4000 m。,"内蒙古、湖北、台湾、西藏、吉林、云南、新疆、四川、香港，世界广布（Stenroos et al., 1994；Chen et al., 1997；阿布都拉&吴继农，1998；Aptroot & Sipman, 2001；王立松，2012；王立松&钱子刚，2015）。",本种果柄密布粉芽，顶生红色子囊盘易于区别；与红头石蕊（C. floerkeana）相似，但后者含小红石蕊酸（didymic acid）而不同。,四川（Sichuan） 南平县，王立松 86-2538；云南（Yunnan）中甸县，王立松 04-23186 & 07-28849；西藏（Xizang） 林芝县，王欣宇 等18-62118。,无信息
硬柄石蕊,"Cladonia macroceras (Delise) Ahti, in Bergens Mus. Arbok, Naturvidensk. Rekke 3:12, 1927≡Cenomyce gracilis var. macroceras Delise, in Duby, Bot. Gall.: 624, 1830.","AUSTRIA, Salzbur (not typified, but authentic speciments seen in BM, FH, H-ACH).",无信息,"地衣体：初生地衣体鳞叶状，宿存或消失，全缘，宽2 ～ 3 mm，上表面褐色，下表面白色。果柄高5 ～ 10 cm，单一或近顶端分枝，无杯体或具不规则狭杯，杯缘犬齿状，并重生小枝；表面：果柄淡褐色，基部黑色，表面皮层发育良好，具纵向裂隙；粉芽：无；小鳞芽：散生，盾状；子囊盘和分生孢子器：褐色，杯缘生。地衣特征化合物: 果柄: K+ 黄色, KC−, P+ 红色, UV−，含fumarprotocetraric acid和atranorin。",腐木生。,"内蒙古、吉林、陕西、新疆、云南、西藏、四川，欧洲、亚洲、美洲（Stenroos et al., 1994；王立松&钱子刚, 2015）。",本种的地衣体通常不分枝或近顶端分枝，无杯或形成狭杯，杯缘犬齿状；表面散生盾状的小鳞芽。本种与细石蕊（C. gracilis）和麸皮石蕊（C. ramulosa）相似，但后两者不含黑茶渍素（atranorin），与本种不同。,四川（Sichuan） 稻城县，王；云南（Yunnan） 德钦县，王；中甸县，王立松 04-23186；西藏（Xizang） 林芝县，王。,无信息
大翅石蕊,"Cladonia macroptera Räsänen, J. Jap. Bot. 16(3): 149, 1940",无信息,无信息,"地衣体：初生地衣体鳞叶状，早期消失。果柄直立而粗壮，高5.5 ～ 10 cm，分枝稀少，枝腋具穿孔；表面：苍白色至淡黄绿色，皮层网状龟裂，光滑；粉芽：无；小鳞芽：密生，上表面淡黄绿色，下表面白色；子囊盘和分生孢子器：少见，棕色, 生于果柄小分枝末稍。地衣特征化合物: 果柄: K+ 黄色, P+ 红色，含fumarprotocetraric acid。",腐木生。,"新疆、陕西、贵州、西藏、湖北，北美、东亚（魏江春&姜玉梅, 1986; Chen et al., 1989; 贺青&陈健斌, 1995; 阿布都拉·阿巴斯&吴继农, 1998; Zhang et al., 2006; Wang et al., 2011）。",本种具直立而粗壮的果柄，网状龟裂的皮层和密生的小鳞芽，无杯体和粉芽。其初生地衣体鳞片状，早期消失。本种与分枝石蕊（C. furcata）和硬柄石蕊（C. macroceras）形态相仿，但后两者含有地衣物质黑茶渍素（atranorin），而本种无。,四川（Sichuan） 稻城县，王；云南（Yunnan） 德钦县，王；中甸县，王立松 04-23186；西藏（Xizang） 林芝县，王。,无信息
软鹿石蕊,"Cladonia mitis Sandst., Sandstede: Clad. Exs.: no. 55, 1918Type: GERMANY, Niedersachsen. Kronsberge bei Bosel, Oldenburgh, Sandstede H., Sandst. Clad. Exs. 55, 1916 (US00623926, H9504336, isolectotype).","GERMANY, Niedersachsen. Kronsberge bei Bosel, Oldenburgh, Sandstede H., Sandst. Clad. Exs. 55, 1916 (US00623926, H9504336, isolectotype).",无信息,"地衣体：初生地衣体壳状，早期消失。果柄丛生，高4 ～ 10（～ 12） cm，分枝较稀疏，顶枝不规则弯曲或偶向一侧弯曲，枝腋通常穿孔；小分枝呈不等三叉、四叉或偶有二叉分枝，无杯体；表面：浅黄灰色至污白色或浅蓝色，近顶端淡褐色，无皮层，网纹状；粉芽和小鳞芽：无；子囊盘：稀见，褐色，顶生；分生孢子器：顶生，内含物无色。地衣特征化合物: 果柄: K−, KC+ 黄色, P−，含usnic acid, phenolic compounds。",生于林下土层。,"吉林、陕西、西藏、台湾、新疆，新西兰、北美（阿布都拉·阿巴斯&吴继农,1998;王立松&钱子刚, 2015）。",本种的地衣体往往三叉至四叉分枝，表面无皮层，可据此识别。本种与鹿石蕊（C. rangiferina），雀石蕊（C. stellaris）的分枝类型，表面结构及果柄颜色均十分相近。但是，本种和鹿石蕊的分生孢子器内含物无色，而雀石蕊的分生孢子器内含物为红色；本种的地衣特征地衣特征化合物物质为松萝酸（usnic acid）和酚类物质（phenolic compounds），而鹿石蕊含黑茶渍素（atranorin）和富马原岛衣酸（fumarprotocetraric acid）。雀石蕊含松萝酸和珠光酸（perlatolic acid），可作区分。,四川（Sichuan） 稻城县，王；云南（Yunnan） 德钦县，王；中甸县，王立松 04-23186；西藏（Xizang） 林芝县，王。,无信息
